trkid,layer,det_id,x,y,z
6,0,28310,-18.941209164909587,6.421284851484806,76.51279387344077
7,0,25011,-6.148881952651571,19.241389012141028,-19.129791815632498
7,0,25010,-6.130956366017379,19.037163056807668,-18.932961947639786
7,1,46421,-4.7443575907876365,34.878872645801856,-34.280749294364426
7,1,46420,-4.800588717039844,34.669206089619124,-34.07233597839376
7,2,55831,2.6881383855396095,50.12793399550396,-50.66518486978587
7,2,55830,2.5446545563685277,49.935200203606364,-50.43449463152782
7,3,72441,24.66899219502345,65.93638710543438,-77.06647779804923
7,3,72440,24.066530048824553,65.73282257934294,-76.45592689181022
7,4,81751,55.27220411412276,65.10107036543002,-107.05440232536752
7,4,81750,54.140798516367205,65.52690741512528,-105.8937208390147
8,0,11711,11.776351890064447,-16.412312300064286,99.35648972432529
8,0,11710,11.674525904458491,-16.239148465651873,98.36589671144581
9,0,18211,14.400607627540976,14.165561220624214,25.17830546227937
9,0,18210,14.316598743144835,13.96547483381195,24.91487345421868
9,1,42421,15.333320361543288,31.684818951658702,46.89198292330634
9,1,42420,15.408305316602346,31.425883996836212,46.564737837218345
9,2,57231,-4.574584152241811,49.991138769972274,81.37637420540467
9,2,57230,-3.9153939432134237,49.846448976480104,80.55709145694219
10,0,20511,5.550938643768077,19.422420333568365,19.798030640172733
10,0,20510,5.513479630383415,19.225114348759895,19.596872895829897
10,1,44721,7.367862026408503,34.42036726501308,34.9413113259916
10,1,44720,7.35668112900035,34.218242521422006,34.73854756375422
10,2,54531,7.1770459685509564,49.68443109146311,50.24285410336516
10,2,54530,7.193123792586263,49.47997945124373,50.03743693909341
10,3,78741,3.613255454540905,70.30712265021252,71.23475883742331
10,3,78740,3.721736261600185,69.90100607461603,70.81371787380687
10,4,98051,-1.597796018973824,85.38508835203277,87.22684002633105
10,4,98050,-1.4295534151622462,84.98799962122658,86.7948769615032
10,5,129561,-15.425794500024452,109.31699724251142,114.97953491653064
10,5,129560,-15.15185198948258,108.95153639927527,114.52205590274045
11,0,30011,-19.925550186747728,3.3186782963913757,1.3356310538630365
11,0,30010,-19.720851731075715,3.3294192754935708,1.3250670193016258
11,1,61221,-35.19990822148957,-0.04910462752465605,2.1452879182599585
11,1,61220,-34.99998322472622,0.030113429941188485,2.1342050291994976
11,2,1231,-49.41768646801688,-8.828072927082943,3.0108000866591444
11,2,1230,-49.24207474732383,-8.672672454471574,2.998714844805881
11,3,8441,-63.43532282462887,-30.5307627466617,4.3586822878152045
11,3,8440,-63.25768957182822,-29.974407902064545,4.328583336740023
11,4,15651,-64.31678350057628,-56.18284126627692,5.6975380693482185
11,4,15650,-64.50746634880426,-55.35159701478449,5.653585088191426
12,0,8311,1.4661938142893156,-20.146701228597426,-8.49004871687137
12,0,8310,1.5212609773836903,-19.942054981737847,-8.398299033648149
12,1,13021,-6.821590601062891,-34.53271802659373,-15.757301732932124
12,1,13020,-6.653891304886415,-34.36168698271719,-15.653601106682874
12,2,12931,-24.55465597158959,-43.784811218271386,-24.557524254409206
12,2,12930,-24.242906440491865,-43.72967648131706,-24.420462690791645
13,0,1711,-18.302594209271795,-8.547289163752538,52.09381885641626
13,0,1710,-18.155862949146282,-8.388285875153716,51.55179808508446
13,1,9321,-25.369354634863544,-24.401557944260325,96.33897735925913
13,1,9320,-25.342592422944477,-24.140231370990286,95.68088562737765
14,0,14011,17.47512684695851,-10.132088416133826,82.58738526792817
14,0,14010,17.310140435900067,-10.018038784861162,81.75142805642795
15,0,511,-20.196590419959392,-0.37288981151293754,-65.79474742202021
15,0,510,-19.995236045516258,-0.43500602585588055,-65.1041863634808
15,1,57621,-34.15444902933284,8.51550143155934,-120.66183081052044
15,1,57620,-33.99207560982883,8.33876330250996,-119.8752961076607
16,0,11211,13.107182084484695,-15.370154635518272,49.522459190780715
16,0,11210,13.04785836600654,-15.15759636812147,48.989756310867904
16,1,18921,10.89995682743836,-33.4698520099111,94.66636014725023
16,1,18920,11.041877751329523,-33.21262110883775,93.95719224360377
17,0,17011,17.702028343895392,9.730133213621041,-97.65158579490073
17,0,17010,17.503694876721262,9.675846328786054,-96.68400964970988
18,0,5411,-3.667089544159232,-19.86431790523881,-52.85361821281032
18,0,5410,-3.7112202629720983,-19.6526371306191,-52.30743853919304
18,1,14621,5.165673564833284,-34.81889327698558,-97.5010917948898
18,1,14620,4.96747044411493,-34.64572027758424,-96.83627912035892
19,0,10311,11.087832028743954,-16.88491036278497,-47.751008699845485
19,0,10310,11.029858765339881,-16.683652158495903,-47.246819082030065
19,1,17121,11.65703411714459,-33.21378056624893,-87.4716698939228
19,1,17120,11.704446531267124,-32.98489757009068,-86.9089812712732
20,0,12711,19.75657415682717,-4.209353907405406,-48.42035797002917
20,0,12710,19.587712361877916,-4.040106952497704,-47.88153277835527
20,1,21721,21.633277853718628,-27.76762820110828,-106.27039747477569
20,1,21720,22.016310276663447,-27.208136410055566,-104.74217625463949
21,0,4011,-13.655802538596546,-14.884883986727758,46.77450007621315
21,0,4010,-13.531635647217215,-14.727023559642618,46.307720756620164
21,1,9221,-22.32297730678252,-27.21602058776878,81.82098054844182
21,1,9220,-22.216027608956153,-27.045517338983615,81.35320557812075
21,2,11931,-29.67763108365638,-40.48810786368961,117.10311075499077
21,2,11930,-29.588666917485398,-40.305452429288536,116.63092225464362
22,0,18111,16.167933867996446,12.109346806208471,10.540080435977824
22,0,18110,15.99432964119255,12.007469054770503,10.43084903553861
22,1,34921,29.930848498025984,18.525321717327493,18.79225746622628
22,1,34920,29.738289112415284,18.456283248406372,18.68125051695383
22,2,44631,44.961011572758906,22.328125978378644,27.218222209975686
22,2,44630,44.753619937373514,22.295952225083276,27.104333262058212
22,3,59141,66.6233481516049,22.748483893701724,39.010520582101684
22,3,59140,66.18350790227902,22.79755372961801,38.77035678302263
22,4,68851,83.24580983104536,19.05946748667153,48.2671586709618
22,4,68850,82.8015622558477,19.20673295845355,48.013183440517714
22,5,83461,110.33700571502175,3.7284018530587204,65.26344620771238
22,5,83460,109.92434001338577,4.078578322627607,64.96974969072785
23,0,12711,19.876049680686965,-3.6021947180236396,-46.105160168213644
23,0,12710,19.683073578570408,-3.5464928222046694,-45.64608447149708
23,1,26721,34.00827611616628,-9.08232254241834,-80.79399866158842
23,1,26720,33.82504871732955,-8.99234076989633,-80.32743645275366
23,2,31231,47.193155977115865,-17.11277259712648,-116.12613948933952
23,2,31230,47.025337686524026,-16.98906334882706,-115.64961782920024
24,0,11511,14.923544190644112,-13.613614450082924,79.8652745392088
24,0,11510,14.746384238740617,-13.510933508748959,79.07313953400357
25,0,3911,-15.579357556221629,-12.857838914904432,34.65785168683609
25,0,3910,-15.361880326271205,-12.80672850752495,34.29581559013549
25,1,4221,-33.88035551233869,-9.548031825895462,65.63667609891513
25,1,4220,-33.62479967299106,-9.714541552410738,65.14238022108044
26,0,17911,13.836353998765428,14.71714563036861,-0.7632018771840574
26,0,17910,13.739916520571601,14.533297116453575,-0.7591164939021746
26,1,39521,17.969333965761624,30.26785335391576,-1.0824198831896743
26,1,39520,17.95971211813863,30.040823601377912,-1.0779482680777388
26,2,53931,14.106726987858057,48.17721044265461,-1.4467869495081813
26,2,53930,14.22786218098916,47.93296295794614,-1.4414218722039385
26,3,82741,-16.548669197930092,68.4273415046912,-2.203803065805589
26,3,82740,-15.22991796535865,68.32315380823741,-2.177769796203724
27,0,3311,-17.66694594630802,-9.793843317617814,-22.16713924321848
27,0,3310,-17.469908215886115,-9.736474067742378,-21.9505639459191
27,1,3221,-33.31333850717275,-11.369518649400973,-38.85338996437562
27,1,3220,-33.09600753961657,-11.386451927988183,-38.62333801024407
27,2,631,-49.75065210897678,-6.701598320242603,-57.00266642942374
27,2,630,-49.53387651861604,-6.811814189229523,-56.74602434497828
27,3,101141,-69.16724228648448,13.116958065413549,-86.79653413056464
27,3,101140,-68.8712602687583,12.519963736408403,-86.09331771338381
28,0,25811,-13.953780594884613,14.605909455393046,69.07498563688827
28,0,25810,-13.78401701899611,14.491433519875244,68.4055804578477
28,1,55121,-28.19106058013314,21.078463529151605,120.4364717892885
28,1,55120,-27.98335819432249,21.02221079470229,119.73296559804665
29,0,4011,-13.099605528593417,-15.376584943580042,47.65661142443206
29,0,4010,-13.034525443119767,-15.169049585035381,47.14652046033219
29,1,11621,-11.964812363725683,-33.10413894645376,90.24851597308476
29,1,11620,-12.079027426032317,-32.849603738524415,89.59422426149968
30,0,7311,1.8641478734263135,-20.11382250982424,-106.7810905993956
30,0,7310,1.9784944319659274,-19.901916249023074,-105.55089237776983
31,0,7011,-1.7310089257953791,-20.125653261746976,102.92210308089437
31,0,7010,-1.6741218598756404,-19.92976180850384,101.86716454179317
32,0,13411,16.28947135065384,-11.945416204749662,23.496021420843096
32,0,13410,16.14537169977548,-11.803724128171666,23.254952830994778
32,1,23221,25.993154187821226,-23.73587742077683,41.74394446440558
32,1,23220,25.879163278259462,-23.56421375978413,41.49813843652487
32,2,28231,33.20498331187421,-37.64938453218939,60.47333527321739
32,2,28230,33.12739005668737,-37.45114260053927,60.219391077575295
32,3,38041,38.051940498604615,-59.2302235017843,86.95773610269066
32,3,38040,38.018552509741234,-58.77567029377684,86.4140549740412
32,4,43051,37.16709573921785,-76.88805520696909,108.09848384111343
32,4,43050,37.24874477304753,-76.4037839538026,107.512660640237
33,0,5011,-5.498261745467751,-19.43727101601053,-99.1151721124346
33,0,5010,-5.492585395587476,-19.23103078386398,-98.10605594657659
34,0,27211,-18.618004574246534,7.83581253370366,-39.74108429229803
34,0,27210,-18.438468507773045,7.747177811535693,-39.34683722768893
34,1,55721,-31.766137119787068,15.163657866648265,-69.39153740616537
34,1,55720,-31.595606257959922,15.057452461754878,-68.99595980545242
34,2,67431,-44.19923648427086,23.801015000474138,-99.21275875797694
34,2,67430,-44.03879194318257,23.6775183150462,-98.81408863952733
35,0,11011,13.094638485528606,-15.380839546879601,29.686427090149948
35,0,11010,13.034221832388223,-15.169320155198207,29.375105956946328
35,1,18521,10.98183482408313,-33.44307322995965,56.0873167168193
35,1,18520,11.122603242963294,-33.18562916403491,55.67206293904826
36,0,25011,-9.11138007729278,18.028365586018747,-18.930989102010866
36,0,25010,-9.144183314126886,17.787165030786905,-18.723525903694572
36,1,41521,10.444708573144823,33.61470349038805,-42.41872173182534
36,1,41520,9.569154574124076,33.666471868646006,-41.67113335142537
37,0,19811,10.00250339798794,17.549690523608803,-57.11978031817693
37,0,19810,9.860885395573135,17.400046364289842,-56.555243952796665
37,1,38521,22.75298804778234,26.857868607762605,-100.61030558206886
37,1,38520,22.55632164125584,26.762124925147667,-100.01096427520429
38,0,18211,15.590347461802637,12.844496534071146,21.135051672300666
38,0,18210,15.511539504144558,12.62501584621684,20.903155622179995
38,1,42421,11.086199886145977,33.40860967443338,43.18138532299526
38,1,42420,11.381227696520241,33.09784482156409,42.755271862126754
39,0,20711,5.666248471366032,19.38891475223387,33.96333599742895
39,0,20710,5.641904208007489,19.187676077284486,33.614221912085725
39,1,45021,5.742797828630671,34.72843179043814,60.43964557054502
39,1,45020,5.765061651141323,34.521864274652344,60.08182018214117
39,2,57231,2.189305411085847,50.152153727123846,87.76219998806666
39,2,57230,2.2617844932516746,49.94879636317603,87.39038337880945
40,0,10411,13.648721323158721,-14.891391971897079,-36.92286188602139
40,0,10410,13.561492462585775,-14.699855554017718,-36.54573953040086
40,1,19721,16.415565576118336,-31.137957409987276,-66.77716172735447
40,1,19720,16.435288407435745,-30.901194387126097,-66.35144542990305
40,2,19331,8.781101966380309,-49.42598937576493,-102.85787380452392
40,2,19330,8.982574837258571,-49.186489926751065,-102.29707046899087
41,0,10911,13.678152671126501,-14.86428596795848,19.73401480430333
41,0,10910,13.466761537648342,-14.786653890343793,19.517833819697778
41,1,27921,32.93637797873299,-12.419168276264465,39.08301236032059
41,1,27920,32.6485800412931,-12.612329761859172,38.75027402038056
42,0,11111,12.979970252166384,-15.477794218125002,37.0867190045639
42,0,11110,12.906682612165811,-15.278042049190018,36.6986851985404
42,1,18621,13.694858495282817,-32.42665999660745,68.51108019305154
42,1,18620,13.75973828518102,-32.18185212249163,68.04920934430156
42,2,19131,-0.719521950900031,-50.19484492421165,111.47721590635
42,2,19130,-0.34187845851332277,-49.99882293285016,110.7012473428731
43,0,17611,15.880007711572492,12.484514816790078,-40.023432496675454
43,0,17610,15.753442429986745,12.321882811426313,-39.63053559255835
43,1,36521,23.051469719930896,26.60199375579033,-70.3929865171501
43,1,36520,22.98986118009903,26.390735149068533,-69.97343381428544
43,2,50531,24.332870476694946,43.908490189665784,-103.71698601526403
43,2,50530,24.36524192401227,43.66161699475299,-103.24228076265302
44,0,23611,-1.2069752802726796,20.163902966553106,83.20305074524963
44,0,23610,-1.2457392156489888,19.961215707632714,82.35142739919428
45,0,1111,-20.16180621283956,-1.2386911747634457,-7.534591676624444
45,0,1110,-19.963640289375217,-1.207152186162304,-7.466266289019968
45,1,1021,-34.90208617087899,-4.570935162223748,-12.683833227705009
45,1,1020,-34.707648233690016,-4.51394311346229,-12.614841012193455
45,2,1031,-49.23289943473026,-9.80599737943831,-17.882490845696587
45,2,1030,-49.04539631705409,-9.723689727485905,-17.81276498312584
45,3,3341,-67.53875547275032,-19.866929529322235,-25.004265631740193
45,3,3340,-67.19011298603193,-19.634095669564957,-24.861512579258086
45,4,5651,-80.11476468351135,-29.57689577152216,-30.418338255490987
45,4,5650,-79.79302128828877,-29.293211903210448,-30.27228041525966
45,5,12861,-98.4238232447868,-50.009626821220834,-39.781173964175295
45,5,12860,-98.1622336142421,-49.64072001110293,-39.62718456535367
46,0,27611,-16.110173596993576,12.186088663610441,6.8130192723259775
46,0,27610,-15.989567610115804,12.013985179397334,6.742431240964541
46,1,51721,-22.035987669700745,27.44909319122798,12.364655653329372
46,1,51720,-22.004372162634,27.21772725047889,12.286221216161076
46,2,61331,-19.248731790583484,46.36298633019531,18.87006439095606
46,2,61330,-19.368055403092065,46.09640823220585,18.77196413028996
47,0,6511,-5.136553961604818,-19.53594604677499,57.74014604412855
47,0,6510,-5.052047139498939,-19.351402989593176,57.15718935975591
47,1,11821,-13.548015105125515,-32.48842391929964,102.25219252750709
47,1,11820,-13.409076212965836,-32.329572980087484,101.64606468491536
48,0,19811,11.899591565278492,16.32304107696208,-57.53901317774075
48,0,19810,11.753288428178202,16.182077820630585,-56.95947820936301
48,1,36121,24.432535227149515,25.33963833406762,-101.72759385653849
48,1,36120,24.24594827499577,25.241486078719095,-101.12619354378502
49,0,3411,-12.211584917364561,-16.090865697140174,-17.82312780533484
49,0,3410,-12.137045029494175,-15.896327464762097,-17.641435511747844
49,1,10421,-14.235113565911128,-32.19318276138179,-32.111361711199294
49,1,10420,-14.260403024875956,-31.96315279537749,-31.90953507201024
49,2,17531,-7.002108761828211,-49.70921864946511,-48.854918867061336
49,2,17530,-7.180991613549892,-49.481635886091254,-48.6024606553415
50,0,13211,16.97762603587826,-10.94534741676005,7.193008944871784
50,0,13210,16.836365528496884,-10.79509164263282,7.12379019527591
50,1,22921,25.66228745799569,-24.09335762498657,12.506884872684553
50,1,22920,25.57420540008708,-23.894755501638368,12.433964971084926
50,2,27731,29.58478461999084,-40.555879853857725,18.21819420293353
50,2,27730,29.57162252451232,-40.317779641392306,18.138157031716272
50,3,32641,23.425809761246818,-66.3881352429068,27.25478050976301
50,3,32640,23.72625159942175,-65.85637627577208,27.049784430448188
50,4,32751,3.0325982583923974,-85.34616935126952,36.742934510125174
50,4,32750,3.917263801967273,-84.90964073208406,36.41182182838103
51,0,26011,-6.932744171941458,18.97293958346591,84.57547510384317
51,0,26010,-6.903007637792946,18.770960841260866,83.73058400879728
52,0,22211,2.980508440883085,19.978633748755172,-53.6145158563737
52,0,22210,2.964449263802379,19.779012750509953,-53.085867219795546
52,1,43421,3.547186711166006,35.02090699670848,-93.36198972291022
52,1,43420,3.5479595495261265,34.81993452959031,-92.83147207678697
53,0,9211,-0.025952348195303898,-20.199987594273253,81.19878001160662
53,0,9210,-0.06780154318656173,-19.99987405851828,80.36434130943131
54,0,15811,20.196963646223153,0.363955945454876,26.317080573817588
54,0,15810,19.996630820149406,0.37096289890664025,26.04882818755875
54,1,30421,35.190665948101284,-0.8179450595997082,46.45036268201466
54,1,30420,34.99085610823043,-0.793606040663434,46.18099766019878
54,2,37831,50.09125111720999,-3.300729323641349,66.67178324740298
54,2,37830,49.893926973901316,-3.2591157105111392,66.40191292859072
54,3,52541,69.85860689191388,-8.71207007887125,94.11384638595388
54,3,52540,69.47168491723426,-8.58177621033002,93.56749196279628
54,4,62351,84.19861411908379,-14.27557810118762,114.70418709005511
54,4,62350,83.8204586451672,-14.109862073626005,114.15167524302672
55,0,18211,17.36551115325613,10.3189195775551,29.956291108443857
55,0,18210,17.212075547453622,10.185347617944664,29.652952589784622
55,1,37721,27.489391771147766,21.985781396773678,53.06274546886235
55,1,37720,27.374269098824847,21.80952999957318,52.74883875015057
55,2,47531,34.267880540253884,36.68442203734882,77.28281557434171
55,2,47530,34.20407633211224,36.47018862921263,76.94950203436792
55,3,71941,36.01595322105581,60.48980195924076,113.14852333105864
55,3,71940,36.08561976905082,59.98186259039104,112.384033609189
56,0,10711,12.316606783287547,-16.010680740526404,-5.4301984096438645
56,0,10710,12.167577018635164,-15.872814823352627,-5.381316786636562
56,1,22721,24.755235726372895,-25.02433304286815,-9.13733162744262
56,1,22720,24.57365673850125,-24.922574455525698,-9.087215091063603
56,2,29831,39.46545207307321,-31.024337543597873,-12.971939424379151
56,2,29830,39.25612257299723,-30.967075596235325,-12.919686783034695
56,3,44241,62.147393079036235,-33.07371056051318,-18.483554361289144
56,3,44240,61.673132327645014,-33.112447107619246,-18.36898464048321
56,4,56151,80.3897862170613,-28.820886203178283,-23.009212121189943
56,4,56150,79.89556315968832,-29.011940273188777,-22.881634292955745
56,5,80061,110.27773640830827,-5.195410696587096,-32.31746829009658
56,5,80060,109.84649314458228,-5.810225950509341,-32.136651934875566
57,0,29311,-20.10127032729401,1.994334376531512,-64.60774138282933
57,0,29310,-19.905158474858855,1.9447093605610277,-63.95561713691142
57,1,57621,-34.34333764240291,7.718446116039985,-114.23398216549191
57,1,57620,-34.16140621161617,7.6159798470174,-113.56087461274252
58,0,22411,4.131142011408983,19.773078459944465,-36.42958578258788
58,0,22410,4.213159617155256,19.55116417501268,-36.02302304979727
58,1,48421,-14.267766925903402,32.17872792346828,-77.09739820330037
58,1,48420,-13.754122974958388,32.184234923130155,-76.21465113576595
59,0,25011,-8.778251198993015,18.192879487889215,-10.410375540218412
59,0,25010,-8.734389998182298,17.991930479638235,-10.304950835259245
59,1,46621,-8.985303802401791,34.03386847055879,-18.584603138620473
59,1,46620,-9.025680880290519,33.81621318270248,-18.47113693568751
59,2,56131,-2.0259642025679803,50.15907162786279,-27.660592990633557
59,2,56130,-2.1750607669441813,49.95263334215754,-27.53006796443298
59,3,72741,24.08606365516983,66.15150339083443,-43.76600079824144
59,3,72740,23.279890102004106,66.01548482736095,-43.34693630864768
60,0,22411,1.657030792920665,20.13186782779401,-33.00074604000034
60,0,22410,1.5839193942903051,19.937131798429775,-32.6622688930995
60,1,41421,10.535694325106078,33.58629687701233,-59.44692754472616
60,1,41420,10.372016280764615,33.42781482545025,-59.07619363844454
60,2,48331,26.54317168213243,42.60870798858287,-89.66852033024263
60,2,48330,26.278934052871172,42.537263668845455,-89.22310503333081
61,0,6511,-10.890348666391894,-17.01279306816545,59.82510863765797
61,0,6510,-10.752677576907416,-16.863585580094174,59.2234165616575
61,1,9421,-22.79799593533444,-26.819730275731587,105.68328096399124
61,1,9420,-22.61952175024499,-26.7088468838449,105.06055549765205
62,0,14111,18.329692844308774,-8.489210295517182,93.95338929711588
62,0,14110,18.14107150572616,-8.420574189849404,93.02947141187873
63,0,28911,-19.897095529853168,3.4853368483670657,-110.9491329098804
63,0,28910,-19.68918630773451,3.512465321621466,-109.83910493341817
64,0,15711,20.0972057181589,-2.0350500292703266,17.11477575578633
64,0,15710,19.9080561183156,-1.9159289347069937,16.934746703376526
64,1,25521,30.05559050550862,-18.322174517711293,33.03282749636707
64,1,25520,30.02186262481238,-17.99129719045524,32.76496421012099
65,0,17911,15.08374770167439,13.435887287311125,-6.949899678605578
65,0,17910,14.88310284766665,13.360138680790634,-6.874901021616607
65,1,34621,32.136906219035254,14.361687096929018,-13.014485754292284
65,1,34620,31.889999364066774,14.423240675106683,-12.925500318292666
65,2,36931,50.1987298614909,0.35731705884319,-21.23607205893474
65,2,36930,49.994753755882165,0.7238483621133778,-21.089385013214237
66,0,10811,12.71677419526851,-15.694670341464796,3.3605107986834684
66,0,10810,12.546670781983462,-15.57504964970251,3.3289511650023944
66,1,22821,27.46308612254847,-22.018575855447335,5.812731364080115
66,1,22820,27.24291779727651,-21.97329055615101,5.778618340602825
66,2,32431,45.36645591666699,-21.492451331182952,8.554965146753613
66,2,32430,45.113649203202016,-21.558471088092514,8.51531157101687
66,3,51741,70.38826991718918,-1.285824224464136,13.582912513516437
66,3,51740,69.96889124328831,-2.0867457683973143,13.445703802729122
67,0,10511,9.553048106538967,-17.798398625546277,-21.135072679214577
67,0,10510,9.440698296489558,-17.63176971670103,-20.921323025405137
67,1,20021,19.045608648385382,-29.60242862620983,-37.26443733146902
67,1,20020,18.905424197157004,-29.454675955104413,-37.04780980755217
67,2,27031,30.558119510884552,-39.82745701815165,-53.66095102942006
67,2,27030,30.39197287256124,-39.70296390459434,-53.44013226683534
67,3,38841,49.026852106830816,-50.52269496718924,-76.41234472861802
67,3,38840,48.62991013252797,-50.35004307859262,-75.95194695863088
67,4,48251,64.74822086048893,-55.684984013214844,-94.03619786350443
67,4,48250,64.3085225196792,-55.582447421163806,-93.55598366800587
68,0,20211,6.8097782048870314,19.017476405783498,-14.90760993558067
68,0,20210,6.805187151772959,18.806669675103745,-14.749597820458112
68,1,44121,2.2825757651902556,35.12594759371042,-27.626779326063673
68,1,44120,2.414335059168188,34.91664678129833,-27.441441909231504
68,2,60731,-15.399561689915881,47.77962453229078,-44.32730998363355
68,2,60730,-15.029936823250516,47.6875538300286,-44.0418546615953
69,0,19711,5.240683402030298,19.508333093382262,-69.75550868945817
69,0,19710,5.087501486029758,19.342093531136683,-68.99886821837677
70,0,18411,16.04824486957322,12.267548268717551,44.56727116533839
70,0,18410,15.861737636750991,12.182148859433507,44.11949315010347
70,1,35521,31.447280469465298,15.814735303825376,79.29418255860544
70,1,35520,31.226560133937898,15.808382194045283,78.8121710132509
70,2,40731,48.6482160851705,12.385236875509303,117.89978838364033
70,2,40730,48.41535064558501,12.48821936972639,117.34397477471622
71,0,8911,2.7684412774439977,-20.009394540329282,54.11945038590053
71,0,8910,2.7625347933997517,-19.80825621111519,53.5780955216312
71,1,16521,1.8125764879420387,-35.153358763559424,94.99888539508675
71,1,16520,1.8437125542819217,-34.95143624736374,94.44923381189852
72,0,20411,12.967254485465848,15.48846075760655,0.227116867057803
72,0,20410,12.877329564272532,15.30268488392295,0.22524740886402198
72,1,39621,17.101717996813516,30.76638703001505,0.3712896214808789
72,1,39620,17.083572098825766,30.5474566681218,0.36929982840246056
72,2,54031,15.0208450689226,47.900056731119356,0.5286782337414329
72,2,54030,15.098170931556378,47.665947766480414,0.5264450820550557
72,3,80441,-2.2683022557700276,70.36347009608502,0.7902691055027192
72,3,80440,-1.6932946409854175,69.97952258344503,0.7840064887567263
72,4,106851,-41.91993781195757,74.40349321123352,1.1654744119204048
72,4,106850,-39.41580703286489,75.30865707081952,1.141352796846068
73,0,13111,18.859103182531246,-7.2369283113126315,-0.7007657373330222
73,0,13110,18.646337832573142,-7.2328264915276215,-0.6946075113508067
73,1,29921,35.126058853444846,-2.280420202377048,-1.2009046405250805
73,1,29920,34.91589138930082,-2.424937181252929,-1.1935236173399537
73,2,41931,46.92484665497068,17.835288595328343,-1.8973603117516666
73,2,41930,46.877976016931655,17.391174429411855,-1.8844368899998605
74,0,1011,-19.453465823599267,-5.440875723118877,-13.7011127650281
74,0,1010,-19.29402060295113,-5.266878758834972,-13.544178605612395
74,1,8121,-22.318949980532842,-27.219563342987726,-29.238084211181345
74,1,8120,-22.539052072625687,-26.77668530005229,-28.90921468455564
75,0,6011,-6.869144208604347,-18.99621726967642,2.0943627749898073
75,0,6010,-6.731245604255687,-18.833234957804795,2.073525815823454
75,1,8421,-21.417377598510924,-27.934455254102353,3.7885109576815976
75,1,8420,-21.16828002949877,-27.87302538676946,3.763470585735598
75,2,6031,-44.541419669180854,-23.153876824004527,6.169577504060175
75,2,6030,-44.1722139925009,-23.426806688885094,6.124765582088114
76,0,3211,-17.122224782920412,-10.717701686049466,-40.32048538487558
76,0,3210,-16.94237365773452,-10.62806890329908,-39.90957437815834
76,1,2821,-31.11172281562792,-16.465394174315506,-71.27370268582312
